"Mouse_ID","Feces_Weight","MC.Eimeria","delta_ct_cewe_MminusE","CASP1","CXCL9","CXCR3","IDO1","IFNy","IL.10","IL1RN","IL.6","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PPIB","PRF1","RETNLB","SOCS1","TICAM1","TNF","GAPDH","IL.13","CD4","Treg","Treg17","Th1","Th17","CD8","Act_CD8","IFNy_CD4","IFNy_CD8","IL17A_CD4","origin","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Fleas","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","eimeriaSpecies","Ct.Eimeria","Ct.Mus","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","infection","end_rel_weight","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","dpi","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","IFNy_CEWE","IFNy_MES","IRG6","IL.12","IL.12A","IL.17A","Position","Div_Treg","Div_Th1","Div_Th17","Div_Act_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","batch","max_dpi","max_OOC","max_WL","death","hybrid_status","Parasite_primary","Parasite_challenge","dpi_max","CD4_imp","Treg_imp","Div_Treg_imp","Treg17_imp","Th1_imp","Div_Th1_imp","Th17_imp","Div_Th17_imp","CD8_imp","Act_CD8_imp","Div_Act_CD8_imp","IFNy_CD4_imp","IFNy_CD8_imp","IL17A_CD4_imp","IFNy_imp","CXCR3_imp","IL.6_imp","IL.13_imp","IL.10_imp","IL1RN_imp","CASP1_imp","CXCL9_imp","IDO1_imp","IRGM1_imp","MPO_imp","MUC2_imp","MUC5AC_imp","MYD88_imp","NCR1_imp","PRF1_imp","RETNLB_imp","SOCS1_imp","TICAM1_imp","TNF_imp"
"LM0407",NA,TRUE,-9.65220398233476,24.82728969375,18.8699316961625,20.5410938178994,17.0379588738368,23.8432338858094,21.5679115268304,20.0526042666317,26.9235461778173,10.4123473879726,19.1502872608421,9.34220259096032,9.99047203380285,11.0613386466996,NA,17.0207714159557,24.1803284714019,11.7245685329502,10.4277136478516,27.5281632952361,26.4063146054439,4.39991534837022,22.6104811293863,50.1,7.08,14.2,4.95,1.07,13.8,11.2,2.24,35.6,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"challenge",99.3612774451098,"E11","UNI","E64","SCHUNT_SCHUNT","E11bAOS",24.89,25.05,99.3612774451098,8,0,0,0,0,1,0,0,"uninfected_ferrisi",NA,NA,NA,NA,25.2442327564817,26.253627689928,"mLN",22.2,59.5,23.7,43,NA,NA,NA,NA,"b",8,82500,92.0159680638723,"challenge","F0 M. m. domesticus","uninfected","E_ferrisi",8,50.1,7.08,22.2,14.2,4.95,59.5,1.07,23.7,13.8,11.2,43,2.24,35.6,0.25,23.8432338858094,20.5410938178994,26.9235461778173,22.6104811293863,21.5679115268304,20.0526042666317,24.82728969375,18.8699316961625,17.0379588738368,10.4123473879726,19.1502872608421,9.34220259096032,9.99047203380285,11.0613386466996,23.922443169795,24.1803284714019,11.7245685329502,10.4277136478516,27.5281632952361,26.4063146054439
"LM0408",NA,TRUE,6.61128322944637,20.6217668713655,13.7227657810832,20.326152364635,12.1005848035755,18.5522798752104,21.8361044208564,15.6082820796695,23.605291169731,8.6350247366941,19.6473595889221,7.29000747467416,8.05277449113343,8.98810206718073,26.3072263956549,14.6325680020718,23.9244794587871,7.98553689767872,9.28469716024607,19.199475512739,18.3302231894742,3.23606839928665,16.5288937630088,17.1,12.7,2.59,4.08,2.1,17.6,10.4,3.11,4.03,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"challenge",77.8048780487805,"E11","E64","E88","PWD_PWD","E11bINQ",12.76,16.4,77.8048780487805,8,6,3,6,9,1,24,60000,"ferrisi_falciformis",NA,NA,NA,NA,24.0426916309452,24.2616236007376,"Spleen",17.8,43.2,16.3,40.7,NA,NA,NA,NA,"b",8,1447500,77.8048780487805,"challenge","F0 M. m. musculus","E_ferrisi","E_falciformis",8,17.1,12.7,17.8,2.59,4.08,43.2,2.1,16.3,17.6,10.4,40.7,3.11,4.03,1.605,18.5522798752104,20.326152364635,23.605291169731,16.5288937630088,21.8361044208564,15.6082820796695,20.6217668713655,13.7227657810832,12.1005848035755,8.6350247366941,19.6473595889221,7.29000747467416,8.05277449113343,8.98810206718073,26.3072263956549,23.9244794587871,7.98553689767872,9.28469716024607,19.199475512739,18.3302231894742
"LM0408",NA,TRUE,6.61128322944637,20.6217668713655,13.7227657810832,20.326152364635,12.1005848035755,18.5522798752104,21.8361044208564,15.6082820796695,23.605291169731,8.6350247366941,19.6473595889221,7.29000747467416,8.05277449113343,8.98810206718073,26.3072263956549,14.6325680020718,23.9244794587871,7.98553689767872,9.28469716024607,19.199475512739,18.3302231894742,3.23606839928665,16.5288937630088,41.9,11.9,5.66,4.86,1.26,27.9,13.3,1.85,12.2,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"challenge",77.8048780487805,"E11","E64","E88","PWD_PWD","E11bINQ",12.76,16.4,77.8048780487805,8,6,3,6,9,1,24,60000,"ferrisi_falciformis",NA,NA,NA,NA,24.0426916309452,24.2616236007376,"mLN",22.2,55.8,26.5,54.1,NA,NA,NA,NA,"b",8,1447500,77.8048780487805,"challenge","F0 M. m. musculus","E_ferrisi","E_falciformis",8,41.9,11.9,22.2,5.66,4.86,55.8,1.26,26.5,27.9,13.3,54.1,1.85,12.2,1.405,18.5522798752104,20.326152364635,23.605291169731,16.5288937630088,21.8361044208564,15.6082820796695,20.6217668713655,13.7227657810832,12.1005848035755,8.6350247366941,19.6473595889221,7.29000747467416,8.05277449113343,8.98810206718073,26.3072263956549,23.9244794587871,7.98553689767872,9.28469716024607,19.199475512739,18.3302231894742
"LM0410",NA,TRUE,-8.52642175811008,21.0442670437101,14.1490516792399,20.5874283402811,14.8158131647312,20.6421962767908,21.052822615835,15.7801135265384,22.6493400200605,9.72263075801179,18.8712631495047,8.93536786479912,10.212263487223,10.2560802220252,NA,12.8485289561287,28.0964580858124,5.84610268813236,10.0894561118346,18.0409852400877,19.429940944558,4.56614358944823,15.640122069516,13.3,13.4,6.2,6.45,4.14,11.1,5.07,8.72,13.2,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"challenge",105.408583186361,"E11","E64","E64","PWD_PWD","E11bOTY",17.93,17.01,105.408583186361,8,2,0,1,3,1,6,15000,"ferrisi_ferrisi",NA,NA,NA,NA,22.0418787368533,22.7729369815517,"Spleen",18,47,27,40.4,NA,NA,NA,NA,"b",8,17500,89.0064667842446,"challenge","F0 M. m. musculus","E_ferrisi","E_ferrisi",8,13.3,13.4,18,6.2,6.45,47,4.14,27,11.1,5.07,40.4,8.72,13.2,1.405,20.6421962767908,20.5874283402811,22.6493400200605,15.640122069516,21.052822615835,15.7801135265384,21.0442670437101,14.1490516792399,14.8158131647312,9.72263075801179,18.8712631495047,8.93536786479912,10.212263487223,10.2560802220252,25.5702824908435,28.0964580858124,5.84610268813236,10.0894561118346,18.0409852400877,19.429940944558
"LM0410",NA,TRUE,-8.52642175811008,21.0442670437101,14.1490516792399,20.5874283402811,14.8158131647312,20.6421962767908,21.052822615835,15.7801135265384,22.6493400200605,9.72263075801179,18.8712631495047,8.93536786479912,10.212263487223,10.2560802220252,NA,12.8485289561287,28.0964580858124,5.84610268813236,10.0894561118346,18.0409852400877,19.429940944558,4.56614358944823,15.640122069516,46.8,10.9,5.86,4.2,1.52,28.4,13.9,2.6,23.5,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"challenge",105.408583186361,"E11","E64","E64","PWD_PWD","E11bOTY",17.93,17.01,105.408583186361,8,2,0,1,3,1,6,15000,"ferrisi_ferrisi",NA,NA,NA,NA,22.0418787368533,22.7729369815517,"mLN",24.1,66.3,48,41.8,NA,NA,NA,NA,"b",8,17500,89.0064667842446,"challenge","F0 M. m. musculus","E_ferrisi","E_ferrisi",8,46.8,10.9,24.1,5.86,4.2,66.3,1.52,48,28.4,13.9,41.8,2.6,23.5,1.405,20.6421962767908,20.5874283402811,22.6493400200605,15.640122069516,21.052822615835,15.7801135265384,21.0442670437101,14.1490516792399,14.8158131647312,9.72263075801179,18.8712631495047,8.93536786479912,10.212263487223,10.2560802220252,23.7629551718165,28.0964580858124,5.84610268813236,10.0894561118346,18.0409852400877,19.429940944558
"LM0411",NA,TRUE,3.58310722268937,22.1143872423383,14.059007469805,21.3097684503733,11.6112278072651,17.5071271599409,20.5398059447125,15.629936487548,24.8139314939034,8.83213879274251,17.7263863552289,7.72289513916285,8.27857477372543,9.47105336570655,26.6707751809346,14.3179809504012,22.1743184260982,8.54433759613006,9.70874809998261,19.4000111669781,18.8548301025708,3.56591266690615,15.9638683572181,41.6,12.9,6.09,3.8,2.16,25.2,10.7,2.05,15.1,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"challenge",83.2727272727273,"E11","E64","E88","PWD_PWD","E11bBNU",13.74,16.5,83.2727272727273,8,17,15,19,11,1,62,155000,"ferrisi_falciformis",NA,NA,NA,NA,23.4884383276173,23.0918154260893,"mLN",23,56.5,35.9,44.3,NA,NA,NA,NA,"b",8,155000,83.2727272727273,"challenge","F0 M. m. musculus","E_ferrisi","E_falciformis",8,41.6,12.9,23,6.09,3.8,56.5,2.16,35.9,25.2,10.7,44.3,2.05,15.1,1.405,17.5071271599409,21.3097684503733,24.8139314939034,15.9638683572181,20.5398059447125,15.629936487548,22.1143872423383,14.059007469805,11.6112278072651,8.83213879274251,17.7263863552289,7.72289513916285,8.27857477372543,9.47105336570655,26.6707751809346,22.1743184260982,8.54433759613006,9.70874809998261,19.4000111669781,18.8548301025708
"LM0411",NA,TRUE,3.58310722268937,22.1143872423383,14.059007469805,21.3097684503733,11.6112278072651,17.5071271599409,20.5398059447125,15.629936487548,24.8139314939034,8.83213879274251,17.7263863552289,7.72289513916285,8.27857477372543,9.47105336570655,26.6707751809346,14.3179809504012,22.1743184260982,8.54433759613006,9.70874809998261,19.4000111669781,18.8548301025708,3.56591266690615,15.9638683572181,13.4,15.6,3.91,5.05,3.72,14.1,17.3,3.47,7.44,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"challenge",83.2727272727273,"E11","E64","E88","PWD_PWD","E11bBNU",13.74,16.5,83.2727272727273,8,17,15,19,11,1,62,155000,"ferrisi_falciformis",NA,NA,NA,NA,23.4884383276173,23.0918154260893,"Spleen",16.7,45.1,16.6,24.1,NA,NA,NA,NA,"b",8,155000,83.2727272727273,"challenge","F0 M. m. musculus","E_ferrisi","E_falciformis",8,13.4,15.6,16.7,3.91,5.05,45.1,3.72,16.6,14.1,17.3,24.1,3.47,7.44,2.04,17.5071271599409,21.3097684503733,24.8139314939034,15.9638683572181,20.5398059447125,15.629936487548,22.1143872423383,14.059007469805,11.6112278072651,8.83213879274251,17.7263863552289,7.72289513916285,8.27857477372543,9.47105336570655,26.6707751809346,22.1743184260982,8.54433759613006,9.70874809998261,19.4000111669781,18.8548301025708
"LM0412",NA,TRUE,5.36599735143947,22.9302941457053,16.1402914666098,24.7834705693031,14.9765676264383,19.266296999532,23.5243943177189,14.9769629033162,20.2033715725075,10.7455705021274,18.1100362345933,9.53881946096944,10.0482933268338,10.6730920078094,NA,17.1974861767536,25.977937326554,11.3878072885595,11.2855483172319,22.1312294709625,21.2631320390999,5.06409414495563,19.7848740300191,44.3,6.69,11,6.35,1.47,13.9,20.9,2.92,31.4,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"challenge",78.1105169340463,"E11","UNI","E64","SCHUNT_SCHUNT","E11bEFU",21.91,28.05,78.1105169340463,8,0,1,1,4,1,6,15000,"uninfected_ferrisi",NA,NA,NA,NA,27.5504239419987,24.4853217738845,"mLN",40.9,71.9,56.2,52.2,NA,NA,NA,NA,"b",8,72500,78.1105169340463,"challenge","F0 M. m. domesticus","uninfected","E_ferrisi",8,44.3,6.69,40.9,11,6.35,71.9,1.47,56.2,13.9,20.9,52.2,2.92,31.4,0.86,19.266296999532,24.7834705693031,20.2033715725075,19.7848740300191,23.5243943177189,14.9769629033162,22.9302941457053,16.1402914666098,14.9765676264383,10.7455705021274,18.1100362345933,9.53881946096944,10.0482933268338,10.6730920078094,29.5494778887456,25.977937326554,11.3878072885595,11.2855483172319,22.1312294709625,21.2631320390999
"LM0412",NA,TRUE,5.36599735143947,22.9302941457053,16.1402914666098,24.7834705693031,14.9765676264383,19.266296999532,23.5243943177189,14.9769629033162,20.2033715725075,10.7455705021274,18.1100362345933,9.53881946096944,10.0482933268338,10.6730920078094,NA,17.1974861767536,25.977937326554,11.3878072885595,11.2855483172319,22.1312294709625,21.2631320390999,5.06409414495563,19.7848740300191,30,7.8,4.44,5.47,1.32,7.8,11.7,3.94,24.7,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"challenge",78.1105169340463,"E11","UNI","E64","SCHUNT_SCHUNT","E11bEFU",21.91,28.05,78.1105169340463,8,0,1,1,4,1,6,15000,"uninfected_ferrisi",NA,NA,NA,NA,27.5504239419987,24.4853217738845,"Spleen",24.2,54.8,27.4,43.5,NA,NA,NA,NA,"b",8,72500,78.1105169340463,"challenge","F0 M. m. domesticus","uninfected","E_ferrisi",8,30,7.8,24.2,4.44,5.47,54.8,1.32,27.4,7.8,11.7,43.5,3.94,24.7,0.165,19.266296999532,24.7834705693031,20.2033715725075,19.7848740300191,23.5243943177189,14.9769629033162,22.9302941457053,16.1402914666098,14.9765676264383,10.7455705021274,18.1100362345933,9.53881946096944,10.0482933268338,10.6730920078094,29.0749831176039,25.977937326554,11.3878072885595,11.2855483172319,22.1312294709625,21.2631320390999
"LM0413",NA,TRUE,-7.9430189889161,25.5754966558289,21.9077180295914,22.7786687327439,20.3373058926669,NA,NA,20.2129980273835,25.0519511093116,10.7818811929685,19.8459637199584,9.29919731850971,9.82137867142799,10.8031538825366,24.9968999334781,18.2614462490166,NA,10.4884269925845,11.4451050884419,22.6290168134815,25.7235672969262,4.60533460608717,23.1012044247232,33.7,5.69,4.15,6.42,1.37,7.68,15.4,5.66,33.1,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"challenge",95.7781050564556,"E11","E64","UNI","SCHUNT_SCHUNT","E11bPWY",19.51,20.37,95.7781050564556,8,0,0,0,0,1,0,0,"ferrisi_uninfected",NA,NA,NA,NA,NA,26.973596807483,"Spleen",24.1,24.4,13.8,14.6,NA,NA,NA,NA,"b",8,0,95.7781050564556,"challenge","F0 M. m. domesticus","E_ferrisi","uninfected",8,33.7,5.69,24.1,4.15,6.42,24.4,1.37,13.8,7.68,15.4,14.6,5.66,33.1,1.41,28.3865555408579,22.7786687327439,25.0519511093116,23.1012044247232,23.3753851263196,20.2129980273835,25.5754966558289,21.9077180295914,20.3373058926669,10.7818811929685,19.8459637199584,9.29919731850971,9.82137867142799,10.8031538825366,24.9968999334781,22.5197542684015,10.4884269925845,11.4451050884419,22.6290168134815,25.7235672969262
"LM0413",NA,TRUE,-7.9430189889161,25.5754966558289,21.9077180295914,22.7786687327439,20.3373058926669,NA,NA,20.2129980273835,25.0519511093116,10.7818811929685,19.8459637199584,9.29919731850971,9.82137867142799,10.8031538825366,24.9968999334781,18.2614462490166,NA,10.4884269925845,11.4451050884419,22.6290168134815,25.7235672969262,4.60533460608717,23.1012044247232,32.6,3.81,13.5,4.17,4.81,14.4,12.1,1.96,25.1,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"challenge",95.7781050564556,"E11","E64","UNI","SCHUNT_SCHUNT","E11bPWY",19.51,20.37,95.7781050564556,8,0,0,0,0,1,0,0,"ferrisi_uninfected",NA,NA,NA,NA,NA,26.973596807483,"mLN",43.2,53.8,11.1,28.8,NA,NA,NA,NA,"b",8,0,95.7781050564556,"challenge","F0 M. m. domesticus","E_ferrisi","uninfected",8,32.6,3.81,43.2,13.5,4.17,53.8,4.81,11.1,14.4,12.1,28.8,1.96,25.1,2.04,26.4091844024805,22.7786687327439,25.0519511093116,23.1012044247232,23.3212404448693,20.2129980273835,25.5754966558289,21.9077180295914,20.3373058926669,10.7818811929685,19.8459637199584,9.29919731850971,9.82137867142799,10.8031538825366,24.9968999334781,28.0043581381057,10.4884269925845,11.4451050884419,22.6290168134815,25.7235672969262
"LM0415",NA,TRUE,-9.7265494860117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,5.64,7.42,7.39,1.17,8.2,16.6,5,26.6,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"challenge",90.4411764705882,"E11","UNI","E64","SCHUNT_SCHUNT","E11bDGH",20.91,23.12,90.4411764705882,8,0,0,1,0,1,1,2500,"uninfected_ferrisi",NA,NA,NA,NA,NA,NA,"Spleen",20.5,54.9,31.4,39.8,NA,NA,NA,NA,"b",8,67500,82.8719723183391,"challenge","F0 M. m. domesticus","uninfected","E_ferrisi",8,33,5.64,20.5,7.42,7.39,54.9,1.17,31.4,8.2,16.6,39.8,5,26.6,2.34,22.0226418307698,20.0582762429103,23.5326421820251,15.640122069516,20.5135326022069,18.6600622904604,21.2300686946316,16.3442931905179,18.0519125877816,10.2615190127927,23.3862651891476,8.29112118494711,12.3509980330083,12.5274391560026,21.3384082780078,24.783063066309,9.72234534890805,8.87121113292152,20.0766056626328,19.3551117372228
"LM0415",NA,TRUE,-9.7265494860117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7,6.95,19.5,5.04,1.41,14.8,10.9,1.06,10.3,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"challenge",90.4411764705882,"E11","UNI","E64","SCHUNT_SCHUNT","E11bDGH",20.91,23.12,90.4411764705882,8,0,0,1,0,1,1,2500,"uninfected_ferrisi",NA,NA,NA,NA,NA,NA,"mLN",30,62.2,42,41.4,NA,NA,NA,NA,"b",8,67500,82.8719723183391,"challenge","F0 M. m. domesticus","uninfected","E_ferrisi",8,49.7,6.95,30,19.5,5.04,62.2,1.41,42,14.8,10.9,41.4,1.06,10.3,2.04,24.8542143533352,19.1385631220713,27.4633390587055,22.6104811293863,23.2140096029707,20.952686822897,22.5551139808118,16.2030850810788,15.8438175157798,9.3449179117675,16.5549152915485,9.86958991490604,15.6165816774993,10.2714724001023,21.8554804726176,28.1172470759033,7.75849579654361,10.3936352677791,20.8094759156918,21.9834784331745
"LM0417",NA,TRUE,4.8236460523187,20.3982741332507,12.8790041071441,20.0582762429103,11.6749642240502,18.1733381531817,19.6757360082778,14.9115005510347,17.7328071079799,8.89048358859426,21.4981532291479,8.23731214259126,8.76258930953344,9.75252077340178,NA,12.4422826480852,22.2684658032614,10.5413070015232,9.67817747540282,16.5774693474325,17.4219366930994,3.6209652327808,14.9618334823948,43.4,5.48,13.1,5.66,1.32,14.5,18.6,1.89,16.7,NA,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"challenge",75.3319919517103,"E11","E64","E88","SCHUNT_SCHUNT","E11bAEM",18.72,24.85,75.3319919517103,8,1,2,1,0,1,4,10000,"ferrisi_falciformis",NA,NA,NA,NA,22.5961786933667,23.1621685462072,"mLN",24.9,62.7,36.1,40.2,NA,NA,NA,NA,"b",8,132500,75.3319919517103,"challenge","F0 M. m. domesticus","E_ferrisi","E_falciformis",8,43.4,5.48,24.9,13.1,5.66,62.7,1.32,36.1,14.5,18.6,40.2,1.89,16.7,1.41,18.1733381531817,20.0582762429103,17.7328071079799,14.9618334823948,19.6757360082778,14.9115005510347,20.3982741332507,12.8790041071441,11.6749642240502,8.89048358859426,21.4981532291479,8.23731214259126,8.76258930953344,9.75252077340178,26.7070460505436,22.2684658032614,10.5413070015232,9.67817747540282,16.5774693474325,17.4219366930994
