"infection","Mouse_ID","end_rel_weight","experiment","primary_infection","challenge_infection","mouse_strain","labels","weight","weight_dpi0","relative_weight","Feces_Weight","dpi","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_history","MC.Eimeria","delta_ct_cewe_MminusE","IFNy_CEWE","IFNy_MES","IRG6","IL.12","CASP1","CXCL9","CXCR3","IDO1","IFNy","IL.10","IL.12A","IL1RN","IL.6","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PPIB","PRF1","RETNLB","SOCS1","TICAM1","TNF","IL.17A","GAPDH","IL.13","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","OPG_O","IFNy_FEC","Caecum","Treg_prop","IL17A_CD4","batch","hybrid_status","Parasite_primary","Parasite_challenge","dpi_max","WL_max","origin","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","eimeriaSpecies","Ct.Eimeria","Ct.Mus","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Ticks","Host","Aspiculuris_sp","Syphacia_sp","Taenia_sp","Hymenolepis_sp","Sperm","FEC_Eim_Ct","MC.Eimeria.FEC","MCs"
"challenge","LM0357",89.0318054256314,"P4","E88","E88","NMRI","P4bXUM",38.07,42.76,89.0318054256314,1.46,8,0,0,0,0,1,0,0,"falciformis_falciformis",TRUE,-4.1202,179.401561539756,1405.10783908261,NA,NA,NA,22.5191940778491,23.5278486011299,24.3624302105162,NA,28.1800427102892,26.8086585709081,23.1396167819499,29.954326104104,7.02829417852897,NA,9.2496195031775,25.6818226241329,23.7054033155257,NA,22.1039319591007,NA,14.714597728512,8.04171450120431,24.105202721805,28.9325484937999,28.7418415330508,NA,NA,"Spleen",17.9,15.9,29.4,3.73,11.8,46.9,2.96,58.9,4.59,31.6,16.7,9.28,38.1,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_falciformis",8,-15.5753040224509,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0357",89.0318054256314,"P4","E88","E88","NMRI","P4bRIY",40.81,42.76,95.4396632366698,1.77,4,0,0,0,0,1,0,0,"falciformis_falciformis",TRUE,-4.1202,179.401561539756,1405.10783908261,NA,NA,NA,22.5191940778491,23.5278486011299,24.3624302105162,NA,28.1800427102892,26.8086585709081,23.1396167819499,29.954326104104,7.02829417852897,NA,9.2496195031775,25.6818226241329,23.7054033155257,NA,22.1039319591007,NA,14.714597728512,8.04171450120431,24.105202721805,28.9325484937999,28.7418415330508,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_falciformis",8,-15.5753040224509,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0357",89.0318054256314,"P4","E88","E88","NMRI","P4bVVV",36.1,42.76,84.4246959775491,1.51,7,4,5,5,4,1,18,45000,"falciformis_falciformis",TRUE,-4.1202,179.401561539756,1405.10783908261,NA,NA,NA,22.5191940778491,23.5278486011299,24.3624302105162,NA,28.1800427102892,26.8086585709081,23.1396167819499,29.954326104104,7.02829417852897,NA,9.2496195031775,25.6818226241329,23.7054033155257,NA,22.1039319591007,NA,14.714597728512,8.04171450120431,24.105202721805,28.9325484937999,28.7418415330508,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_falciformis",8,-15.5753040224509,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0357",89.0318054256314,"P4","E88","E88","NMRI","P4bEWJ",39.58,42.76,92.5631431244153,1.89,5,10,11,9,13,1,43,107500,"falciformis_falciformis",TRUE,-4.1202,179.401561539756,1405.10783908261,NA,NA,NA,22.5191940778491,23.5278486011299,24.3624302105162,NA,28.1800427102892,26.8086585709081,23.1396167819499,29.954326104104,7.02829417852897,NA,9.2496195031775,25.6818226241329,23.7054033155257,NA,22.1039319591007,NA,14.714597728512,8.04171450120431,24.105202721805,28.9325484937999,28.7418415330508,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_falciformis",8,-15.5753040224509,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0357",89.0318054256314,"P4","E88","E88","NMRI","P4bWXZ",42.23,42.76,98.7605238540692,1.76,1,0,0,0,0,1,0,0,"falciformis_falciformis",TRUE,-4.1202,179.401561539756,1405.10783908261,NA,NA,NA,22.5191940778491,23.5278486011299,24.3624302105162,NA,28.1800427102892,26.8086585709081,23.1396167819499,29.954326104104,7.02829417852897,NA,9.2496195031775,25.6818226241329,23.7054033155257,NA,22.1039319591007,NA,14.714597728512,8.04171450120431,24.105202721805,28.9325484937999,28.7418415330508,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_falciformis",8,-15.5753040224509,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0357",89.0318054256314,"P4","E88","E88","NMRI","P4bPWF",42.76,42.76,100,NA,0,NA,NA,NA,NA,1,NA,NA,"falciformis_falciformis",TRUE,-4.1202,179.401561539756,1405.10783908261,NA,NA,NA,22.5191940778491,23.5278486011299,24.3624302105162,NA,28.1800427102892,26.8086585709081,23.1396167819499,29.954326104104,7.02829417852897,NA,9.2496195031775,25.6818226241329,23.7054033155257,NA,22.1039319591007,NA,14.714597728512,8.04171450120431,24.105202721805,28.9325484937999,28.7418415330508,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_falciformis",8,-15.5753040224509,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0357",89.0318054256314,"P4","E88","E88","NMRI","P4bXFH",37.45,42.76,87.5818521983162,1.24,6,14,6,11,7,1,38,95000,"falciformis_falciformis",TRUE,-4.1202,179.401561539756,1405.10783908261,NA,NA,NA,22.5191940778491,23.5278486011299,24.3624302105162,NA,28.1800427102892,26.8086585709081,23.1396167819499,29.954326104104,7.02829417852897,NA,9.2496195031775,25.6818226241329,23.7054033155257,NA,22.1039319591007,NA,14.714597728512,8.04171450120431,24.105202721805,28.9325484937999,28.7418415330508,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_falciformis",8,-15.5753040224509,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0358",92.7749360613811,"P4","E88","E64","NMRI","P4bGAB",43.53,46.92,92.7749360613811,4.61,8,3,2,1,0,1,6,15000,"falciformis_ferrisi",TRUE,-5.42953333333333,79.8828764448402,976.907992035273,NA,NA,23.0161080648426,24.1284466452529,22.750957868647,22.3648202972043,NA,25.6999876495587,27.8965234961025,17.5881132286893,NA,7.67925853539928,28.0131817678252,7.52980583937237,12.4953649399356,24.0566317088348,25.8856036241066,22.4783069187059,25.4332425160186,20.7203188859762,7.08720302927083,26.2686131389745,27.6907767619357,24.8861242843822,NA,NA,"mLN",25.4,12,23.2,9.41,9.08,49.7,2.06,52.4,6.14,20.5,22.5,9.13,50.1,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_ferrisi",8,-12.3188405797101,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0358",92.7749360613811,"P4","E88","E64","NMRI","P4bGAB",43.53,46.92,92.7749360613811,4.61,8,3,2,1,0,1,6,15000,"falciformis_ferrisi",TRUE,-5.42953333333333,79.8828764448402,976.907992035273,NA,NA,23.0161080648426,24.1284466452529,22.750957868647,22.3648202972043,NA,25.6999876495587,27.8965234961025,17.5881132286893,NA,7.67925853539928,28.0131817678252,7.52980583937237,12.4953649399356,24.0566317088348,25.8856036241066,22.4783069187059,25.4332425160186,20.7203188859762,7.08720302927083,26.2686131389745,27.6907767619357,24.8861242843822,NA,NA,"Spleen",18.3,20.2,23.1,3.91,28.1,48.4,3.62,59.4,4.4,54.1,21.4,28.2,67.1,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_ferrisi",8,-12.3188405797101,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0358",92.7749360613811,"P4","E88","E64","NMRI","P4bJWS",44.39,46.92,94.6078431372549,1.73,4,1,0,0,1,1,2,5000,"falciformis_ferrisi",TRUE,-5.42953333333333,79.8828764448402,976.907992035273,NA,NA,23.0161080648426,24.1284466452529,22.750957868647,22.3648202972043,NA,25.6999876495587,27.8965234961025,17.5881132286893,NA,7.67925853539928,28.0131817678252,7.52980583937237,12.4953649399356,24.0566317088348,25.8856036241066,22.4783069187059,25.4332425160186,20.7203188859762,7.08720302927083,26.2686131389745,27.6907767619357,24.8861242843822,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_ferrisi",8,-12.3188405797101,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0358",92.7749360613811,"P4","E88","E64","NMRI","P4bDGJ",42.3,46.92,90.153452685422,1.8,5,85,90,87,74,1,336,840000,"falciformis_ferrisi",TRUE,-5.42953333333333,79.8828764448402,976.907992035273,NA,NA,23.0161080648426,24.1284466452529,22.750957868647,22.3648202972043,NA,25.6999876495587,27.8965234961025,17.5881132286893,NA,7.67925853539928,28.0131817678252,7.52980583937237,12.4953649399356,24.0566317088348,25.8856036241066,22.4783069187059,25.4332425160186,20.7203188859762,7.08720302927083,26.2686131389745,27.6907767619357,24.8861242843822,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_ferrisi",8,-12.3188405797101,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0358",92.7749360613811,"P4","E88","E64","NMRI","P4bXNG",46.92,46.92,100,NA,0,NA,NA,NA,NA,1,NA,NA,"falciformis_ferrisi",TRUE,-5.42953333333333,79.8828764448402,976.907992035273,NA,NA,23.0161080648426,24.1284466452529,22.750957868647,22.3648202972043,NA,25.6999876495587,27.8965234961025,17.5881132286893,NA,7.67925853539928,28.0131817678252,7.52980583937237,12.4953649399356,24.0566317088348,25.8856036241066,22.4783069187059,25.4332425160186,20.7203188859762,7.08720302927083,26.2686131389745,27.6907767619357,24.8861242843822,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_ferrisi",8,-12.3188405797101,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0358",92.7749360613811,"P4","E88","E64","NMRI","P4bPYV",46.28,46.92,98.6359761295823,1.14,1,0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,-5.42953333333333,79.8828764448402,976.907992035273,NA,NA,23.0161080648426,24.1284466452529,22.750957868647,22.3648202972043,NA,25.6999876495587,27.8965234961025,17.5881132286893,NA,7.67925853539928,28.0131817678252,7.52980583937237,12.4953649399356,24.0566317088348,25.8856036241066,22.4783069187059,25.4332425160186,20.7203188859762,7.08720302927083,26.2686131389745,27.6907767619357,24.8861242843822,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_ferrisi",8,-12.3188405797101,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0358",92.7749360613811,"P4","E88","E64","NMRI","P4bOIR",41.45,46.92,88.3418584825234,2.91,7,4,3,1,1,1,9,22500,"falciformis_ferrisi",TRUE,-5.42953333333333,79.8828764448402,976.907992035273,NA,NA,23.0161080648426,24.1284466452529,22.750957868647,22.3648202972043,NA,25.6999876495587,27.8965234961025,17.5881132286893,NA,7.67925853539928,28.0131817678252,7.52980583937237,12.4953649399356,24.0566317088348,25.8856036241066,22.4783069187059,25.4332425160186,20.7203188859762,7.08720302927083,26.2686131389745,27.6907767619357,24.8861242843822,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_ferrisi",8,-12.3188405797101,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0358",92.7749360613811,"P4","E88","E64","NMRI","P4bNZN",41.14,46.92,87.6811594202899,1.32,6,115,121,108,109,1,453,1132500,"falciformis_ferrisi",TRUE,-5.42953333333333,79.8828764448402,976.907992035273,NA,NA,23.0161080648426,24.1284466452529,22.750957868647,22.3648202972043,NA,25.6999876495587,27.8965234961025,17.5881132286893,NA,7.67925853539928,28.0131817678252,7.52980583937237,12.4953649399356,24.0566317088348,25.8856036241066,22.4783069187059,25.4332425160186,20.7203188859762,7.08720302927083,26.2686131389745,27.6907767619357,24.8861242843822,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_ferrisi",8,-12.3188405797101,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0358",92.7749360613811,"P4","E88","E64","NMRI","P4bJKP",46.8,46.92,99.7442455242967,1.16,2,0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,-5.42953333333333,79.8828764448402,976.907992035273,NA,NA,23.0161080648426,24.1284466452529,22.750957868647,22.3648202972043,NA,25.6999876495587,27.8965234961025,17.5881132286893,NA,7.67925853539928,28.0131817678252,7.52980583937237,12.4953649399356,24.0566317088348,25.8856036241066,22.4783069187059,25.4332425160186,20.7203188859762,7.08720302927083,26.2686131389745,27.6907767619357,24.8861242843822,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_ferrisi",8,-12.3188405797101,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0358",92.7749360613811,"P4","E88","E64","NMRI","P4bWXG",46.32,46.92,98.7212276214834,1.15,3,0,0,0,0,1,0,0,"falciformis_ferrisi",TRUE,-5.42953333333333,79.8828764448402,976.907992035273,NA,NA,23.0161080648426,24.1284466452529,22.750957868647,22.3648202972043,NA,25.6999876495587,27.8965234961025,17.5881132286893,NA,7.67925853539928,28.0131817678252,7.52980583937237,12.4953649399356,24.0566317088348,25.8856036241066,22.4783069187059,25.4332425160186,20.7203188859762,7.08720302927083,26.2686131389745,27.6907767619357,24.8861242843822,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","E_ferrisi",8,-12.3188405797101,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0359",97.7920227920228,"P4","E88","UNI","NMRI","P4bHXA",42.12,42.12,100,NA,0,NA,NA,NA,NA,1,NA,NA,"falciformis_uninfected",FALSE,-8.60266666666667,271.95186278651,67.4228954674777,NA,NA,20.7549154501497,22.1480775376824,21.4884419214015,21.2290966531452,NA,29.1313121741035,27.8252661212728,18.6303921950662,22.6056001677909,8.82307395799182,NA,7.07176278291037,8.97946843381716,18.8414892906363,26.7658567499592,17.5016287058071,NA,10.9754654181832,9.16224817310544,19.6048387310836,29.1340416603387,24.1826650261184,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","uninfected",8,-2.6828110161443,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0359",97.7920227920228,"P4","E88","UNI","NMRI","P4bWAH",41.58,42.12,98.7179487179487,1.49,5,0,0,0,0,1,0,0,"falciformis_uninfected",FALSE,-8.60266666666667,271.95186278651,67.4228954674777,NA,NA,20.7549154501497,22.1480775376824,21.4884419214015,21.2290966531452,NA,29.1313121741035,27.8252661212728,18.6303921950662,22.6056001677909,8.82307395799182,NA,7.07176278291037,8.97946843381716,18.8414892906363,26.7658567499592,17.5016287058071,NA,10.9754654181832,9.16224817310544,19.6048387310836,29.1340416603387,24.1826650261184,NA,NA,"mLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other","E_falciformis","uninfected",8,-2.6828110161443,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"challenge","LM0359",97.7920227920228,"P4","E88","UNI","NMRI","P4bYNV",41.19,42.12,97.7920227920228,2.21,8,0,0,0,0,1,0,0,"falciformis_uninfected",FALSE,-8.60266666666667,271.95186278651,67.4228954674777,NA,NA,20.7549154501497,22.1480775376824,21.4884419214015,21.2290966531452,NA,29.1313121741035,27.8252661212728,18.6303921950662,22.6056001677909,8.82307395799182,NA,7.07176278291037,8.97946843381716,18.8414892906363,26.7658567499592,17.5016287058071,NA,10.9754654181832,9.16224817310544,19.6048387310836,29.1340416603387,24.1826650261184,NA,NA,"mLN",31.5,17.5,13.6,17.5,5.73,19.4,2.35,12.4,14.7,3.37,11.8,6.59,7.21,NA,NA,NA,NA,NA,NA,"other","E_falciformis","uninfected",8,-2.6828110161443,"Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
