"Mouse_ID","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Zfy2","Y","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Trap_Date","eimeriaSpecies","MC.Eimeria","delta_ct_cewe_MminusE","Ct.Eimeria","Ct.Mus","GAPDH","PPIB","CD4","Treg","Treg17","Th1","Th17","CD8","Act_CD8","IFNy_CD4","IL17A_CD4","IFNy_CD8","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Ticks","Host","Sperm","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","Body_Weight","Body_Length","Tail_Length","Aspiculuris_sp","Syphacia_sp","Trichuris_muris","Taenia_sp","Heterakis_sp","Mastophorus_muris","Hymenolepis_sp","Catenotaenia_pusilla","IFNy","CXCR3","IL.6","IL.10","IL.13","IL1RN","CASP1","CXCL9","IDO1","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PRF1","RETNLB","SOCS1","TICAM1","TNF"
"AA_0123","F",13.3047,52.9936,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"2016-09-27",48,NA,NA,NA,NA,NA,NA,NA,NA,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",NA,NA,2,FALSE,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,4.25195632956761,15.0465038184558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,16.351,80,81,0,2,0,0,0,0,0,0,21.3579857767471,21.1374921203068,26.3938506759917,22.8977368806782,17.0246233908432,11.8789396517327,23.2999621484981,19.5995990621779,12.7940969489026,10.1600241097263,15.9042234575326,8.85286530090817,8.85638063136525,9.6653938185511,25.8433837909854,23.6290357268904,9.86843561218855,11.268491017586,20.2070125518245,19.9970268305837
"AA_0128","M",13.1869,53.0386,2016,"d","d","d",NA,"d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"2016-09-27",17,NA,NA,NA,NA,NA,NA,TRUE,NA,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",NA,11,2,TRUE,NA,NA,NA,24,0.047,0.051,"2016-09-26",NA,NA,NA,NA,NA,5.02234153901925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10.008,67,60,0,5,0,0,0,3,0,0,22.3041034927813,21.9381468316612,25.2176579027229,23.7369678436802,10.7532795540727,13.0525883064387,21.0654861208183,22.1123343258456,12.6207211329056,11.0997086350054,16.507694341219,9.68982107558087,9.50213800406423,21.0641553062959,25.6391883399725,22.1103612646502,9.85979212315532,11.7853470302897,20.7194813937638,25.7486957624337
"AA_0129","F",13.2567,53.0322,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100",NA,"100","100","dd","dd","dd",NA,"dd","dd",12,0,"2016-09-28",47,NA,NA,NA,NA,NA,NA,TRUE,NA,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"DyM",NA,NA,2,TRUE,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,4.33027320166033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,21.588,86,89,80,0,0,0,0,0,0,0,26.9089687798779,20.9372773687555,22.7794844418757,20.4116800735579,8.93494153776954,22.4105140296425,22.5323620104361,18.3261541775749,18.3967213798789,9.44344131087697,25.7499163467172,8.05253553653199,9.82426522477214,17.6198325844309,24.1331500076301,22.1128306214498,13.2757862014688,10.0184466343594,18.5039645393279,21.8421427071612
"AA_0130","F",13.5878,52.1583,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"2016-09-28",21,NA,NA,NA,NA,NA,NA,NA,NA,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",NA,NA,2,FALSE,NA,NA,NA,NA,NA,NA,"2016-09-26",NA,NA,NA,NA,NA,4.90631131563775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,12.38,72,75,0,0,0,0,0,0,0,0,23.6356648683476,21.5193344049261,22.8887912717736,22.3910539624375,9.3376392391004,10.3792576158372,21.9765274959056,19.8977813129767,11.2539966523328,10.6539095985224,16.3224862679047,8.92287905944951,8.93885478091764,18.5237252877766,24.2550571387349,21.3464309011988,12.0336868836697,11.4213152572366,19.2624597054161,21.1962841104155
"AA_0153","F",13.81,51.8978,2016,"d",NA,"mm","dd","dd","dd","dd","dd","100","100","100","100","100","100","mm","dd","dd","dd","dd","dd",13,0.16,"2016-09-29",31,NA,NA,NA,NA,NA,NA,NA,NA,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",NA,NA,2,TRUE,NA,NA,NA,NA,NA,NA,"2016-09-28",NA,NA,NA,NA,NA,2.5,11.7925920280065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,13.03,75,75,0,0,0,0,0,0,0,0,19.8167963606965,19.0891305495634,18.8757845589868,20.8850167917292,15.5179694089562,15.8727375204974,20.5010519630972,13.5924724179945,13.51385742574,8.11140869332129,17.8744438053775,6.32419003428856,6.95271963815731,7.73357876317871,22.0977021688699,24.5755133698981,4.11829595842612,8.93739842937547,16.8766147162741,18.8133074317615
"AA_0165","F",13.847336,51.853542,2016,"m",NA,"mm","dm","dd","dd","dd","dd","94","95","100/125","100/120","90","100","dd","mm","dm","dm","mm","dd",13,0.4,"2016-09-29",27,"","",NA,NA,NA,NA,NA,NA,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",NA,NA,4,FALSE,NA,NA,NA,NA,NA,NA,"2016-09-28",NA,NA,NA,NA,NA,3.09706128349577,15.4723178736843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,11.39,73,81,0,0,0,0,0,0,0,0,21.1001700951145,20.5112365451813,27.2348842259315,20.7942747325939,18.6647747689606,15.6073641691943,20.2731603312759,16.1190967802445,14.1525757445497,8.60743322490884,15.5299876537868,7.07612106645927,7.24687916525085,7.81176336781414,22.8544481861126,24.4012547578741,7.87894040428896,9.52427114304033,20.2287169240652,19.6338532722728
"AA_0167","F",13.847336,51.853542,2016,"m",NA,"mm","dm","dd","dd","dd","mm","94","95/100","100","120","90","80","dd","dm","dd","mm","mm","mm",13,0.52,"2016-09-29",38,"","",NA,NA,NA,NA,NA,NA,"Alice","April2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",NA,NA,4,FALSE,NA,NA,NA,NA,NA,NA,"2016-09-28",NA,NA,NA,NA,NA,2.5,12.784459591561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5227,30.31,NA,NA,NA,NA,NA,NA,NA,18.09,89,81,0,28,0,0,0,0,0,0,19.8015432664206,19.9626003047198,24.3389745280141,20.1442549141825,15.5961856704393,16.3020533479997,19.2094057025522,14.0199705256889,13.5808547722467,7.94420414627696,23.4382937437748,6.31629549744588,6.91763840434547,7.76439159973614,26.2496962259327,20.9166018967637,7.56039672878808,8.82164100599268,15.9162170972797,18.0429164925258
"AA_0168","F",13.847336,51.853542,2016,"d",NA,"mm","mm","dd","mm","dd","mm","94","95/100","100","120","70","100","dd","dm","dd","mm","mm","dd",13,0.52,"2016-09-29",0.05,"","",NA,NA,NA,NA,NA,NA,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",NA,NA,4,FALSE,NA,NA,NA,NA,NA,NA,"2016-09-28",NA,NA,NA,NA,NA,3.74423223513142,16.8520133150518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,11.83,70,75,0,18,0,0,0,0,0,0,18.8395554057263,21.5428685889699,21.2024958859397,22.3397513425735,18.3435730383014,18.3468278688029,25.0930623223369,15.161923443257,17.0206084832741,9.40472902859523,17.469114229227,7.6762838336159,7.80853039025908,8.73140403324286,23.5040393889033,23.1751051422391,7.87142874012187,10.027126602848,19.9434709359079,20.7636020897459
"AA_0169","M",13.847336,51.853542,2016,"",NA,"","","","d","","","100","100","100","100","90/100","100","mm","dd","dd","dd","dm","dd",7,0.2307692308,"2016-09-29",33,"","",NA,NA,NA,NA,NA,NA,"Enas","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0,"mus",NA,18,4,FALSE,NA,NA,NA,68,0.064,0.068,"2016-09-28",NA,NA,NA,NA,NA,9.95960628413582,23.2121081598927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8454,29.6,NA,NA,NA,NA,NA,NA,NA,17.1,81,80,0,4,0,0,0,0,0,0,25.3600418509958,22.8565068125892,24.1070828204903,27.9448934133402,23.454918211185,23.7845705718931,22.3310172490956,22.1394559237128,22.3722621058045,15.2817614247353,25.3812536236307,20.5411054662211,22.4289202128735,20.7422395819182,26.5903221106777,25.9268782954949,19.0210525569479,18.7566100329414,24.8142354487223,28.785409517943
"AA_0171","M",13.847336,51.853542,2016,"m",NA,"m","m","d","m","d","m","100","95/100","100","100/120","70/90","80","mm","dm","dd","dm","mm","mm",14,0.7,"2016-09-30",0.04,"m","m",NA,NA,NA,NA,TRUE,NA,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",NA,24,4,FALSE,NA,NA,NA,122,0.075,0.077,"2016-09-28",NA,NA,NA,NA,NA,3.81564086668596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,20.567,84,90,0,2,0,0,0,0,1,0,22.8265901992059,21.8013079780346,23.6093716217645,27.7445978212112,8.11651812912872,21.7458433776486,20.8880374343724,19.784272603051,21.3011061065947,8.60898443484439,26.6828133286031,6.82519394447896,7.84457194170753,19.1915557287556,23.7681567855842,26.984228671734,9.08801698813684,9.27931244776437,18.6335075198741,22.012796463453
"AA_0173","M",14.0358,53.02,2016,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",14,0.9,"2016-09-30",0.09,NA,NA,NA,NA,NA,NA,TRUE,NA,"Alice","April2018",5,6,7,7,7,6,10,8,7,0.1,233333.333333333,8,"mus",NA,16,3,TRUE,NA,NA,NA,111,0.07,0.067,"2016-09-28",NA,NA,NA,NA,NA,4.52328573242977,19.245258874369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,37.46772839,NA,NA,NA,NA,NA,NA,NA,17.61,83,70,66,0,0,0,0,0,1,0,22.7460987012781,23.1393949001922,21.8706211741361,27.4353643595016,23.7520819245139,10.6870970955262,22.0539400473024,19.1705919016661,13.3966339926763,10.1011474745004,16.485666780755,8.24872449712057,8.28276301006132,9.46757908646126,28.4333476482458,25.8853034759082,8.57100947647244,10.7865426283749,25.5965660489193,20.9442236168689
"AA_0175","F",13.847336,51.853542,2016,"d",NA,"mm","dm","dd","","dd","dm","94","95/100","100/125","100","90/100","100","dd","dm","dm","dd","dm","dd",12,0.3043478261,"2016-09-30",0.04,"","",NA,NA,NA,NA,NA,NA,"Alice","April2018",0,0,0,1,0,0,0,0,0.125,0.1,3125,8,"mus",NA,NA,4,FALSE,NA,NA,NA,NA,NA,NA,"2016-09-28",NA,NA,NA,NA,NA,5.48040885982881,15.2164811780028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15.9,81,80,0,5,0,0,0,0,0,0,18.4434945197359,21.6455056488409,22.0703504943059,23.1224916616272,17.5714142294933,11.5131947707048,21.9765274959056,15.4537915442945,11.4809696044666,11.2003523769759,17.1013672061035,9.41719946133811,9.61038252768907,11.2735346072997,25.6311875836051,22.3211947305635,9.52358934846204,12.0804947954674,19.1436072835218,20.0372660635136
"AA_0176","F",13.847336,51.853542,2016,"m",NA,"mm","dm","dd","dd","dd","dm","100","95","100","120","70","80","mm","mm","dd","mm","mm","mm",13,0.6,"2016-09-30",0.06,"","",NA,NA,NA,NA,NA,NA,"Alice","April2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",NA,NA,4,FALSE,NA,NA,NA,NA,NA,NA,"2016-09-28",NA,NA,NA,NA,NA,17.2680808411196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.9,80,81,0,3,0,0,0,0,0,0,27.9719052085522,25.5356047324693,22.1205174407185,28.4342996941865,29.1151399446127,21.7534637237187,22.3310172490956,21.0993229907803,21.9434683264856,22.6413534475917,27.0613949682243,24.3323845591183,25.5551046662676,24.2157087611525,28.183669072724,23.9491599071675,24.5957291353933,24.8068350783467,24.0466094473186,23.473340615287
"AA_0183","M",13.2144,53.1514,2016,"d","m","m","m","m","m","m","m","94/100","95","100/125","120","100","80","dm","mm","dm","mm","dd","mm",14,0.75,"2016-09-30",47,NA,NA,NA,NA,NA,NA,TRUE,NA,"Alice","April2018",0,1,0,0,1,1,1,1,0.625,0.1,15625,8,"mus",NA,0.02,4,TRUE,NA,NA,NA,132,0.072,0.076,"2016-09-28",NA,NA,NA,NA,NA,3.06003337238544,17.4802471221198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,17.75,82,81,41,0,0,0,0,0,0,0,22.4913791341251,20.1360180113948,28.2156122544965,23.9188910169335,19.8253198029653,17.6294328343477,20.9447325709563,24.3616662563285,21.1134728328246,8.03568854021809,22.5584864100891,6.49701434561877,6.92105902836967,8.17300804706306,26.8680104263531,25.6755925429831,9.00881035386337,8.74865933633085,19.8601402394936,13.2892097048084
"AA_0190","F",13.847336,51.853542,2016,"m",NA,"mm","dm","dm","mm","mm","dm","94","95/100","100","100","90","80/100","dd","dm","dd","dd","mm","dm",13,0.56,"2016-09-30",33,"","",NA,NA,NA,NA,TRUE,NA,"Alice","April2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",NA,NA,4,FALSE,NA,NA,NA,NA,NA,NA,"2016-09-28",NA,NA,NA,NA,NA,4.90116130774178,15.8110796012769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,21.23,95,91,4,0,0,0,0,0,0,0,18.6071336530035,23.7819062013177,22.6260184282797,28.2161101733592,18.2886161436566,10.6844110162466,24.9304552375083,16.2829070723458,13.0489996508629,10.6197850219895,16.5311508482143,8.94722489457449,8.97549981940427,11.2112357494084,26.9115896345053,25.6849987017099,8.77720464482934,11.5540520393825,20.2606246629099,22.8338441721163
"AA_0202","M",13.1633,53.2397,2016,"d","m","m","m","m","m","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",14,0.95,NA,65,NA,NA,NA,NA,NA,NA,TRUE,NA,"Alice","April2018",1,0,0,0,0,0,0,0,0.125,0.1,3125,8,"mus",NA,18,4,FALSE,NA,NA,NA,79,0.064,0.064,"2016-09-29",NA,NA,NA,NA,NA,2.5,10.9558354393041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,17.833,81,49.2,0,2,24,6,0,0,0,6,3.13938262269383,19.8385681741142,25.201916386398,21.4095839646225,15.1606230877751,16.3562312669682,20.3371055331095,17.3013571368885,18.1241901027211,7.61167552483627,22.3182275659618,6.08324756935429,7.11647772424248,7.80338938405824,23.0279656827427,22.582727038534,5.45061823197707,8.55414355383936,15.7161313961711,19.2717439653188
"AA_0208","F",13.4464,53.0481,2016,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","100/125","120","100","80","mm","mm","dm","mm","dd","mm",13,0.76,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,"Alice","April2018",1,0,0,0,0,0,0,0,0.125,0.1,3125,8,"mus",NA,NA,4,TRUE,NA,NA,NA,NA,NA,NA,"2016-09-29",NA,NA,NA,NA,NA,4.26404175831508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15.56,90,80,0,5,0,0,0,0,0,0,27.3444407400984,22.5018847368877,29.3353600602054,28.36001029548,19.4150342491389,19.6510328800806,25.2369009552794,24.3612929144279,25.7570567711644,10.866379443792,26.0966359415184,20.3245882381894,22.2019164605021,20.7807829106959,25.7972455057457,23.3910579144787,15.3812534994997,10.9102712790913,26.9138969901284,25.6109938970066
"AA_0209","F",14.0672,52.4019,2016,"d",NA,"mm","mm",NA,"dm","dd","mm","100","95","100","120","70/90","80","mm","mm","dd","mm","mm","mm",12,0.739130435,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,"Alice","April2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",NA,NA,4,FALSE,NA,NA,NA,NA,NA,NA,"2016-09-29",NA,NA,NA,NA,NA,3.7275789678784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18174,28.47,NA,NA,NA,NA,NA,NA,NA,14.32,79,71,0,0,0,0,0,0,0,0,26.5401411603441,21.9583902503656,26.7020456590574,22.3397513425735,7.96888397346954,22.2312486717721,19.6572396984714,24.267903244938,23.2109973975932,8.94815339359233,21.0045440592379,7.50475125169338,7.42613581181807,25.3771567047536,25.1862561591719,22.2047603710784,11.7529398945408,9.94030325414731,22.9530980038366,23.5050980989622
"AA_0237","F",13.666418,52.733898,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"11/09/17",0.0303,NA,NA,"Danewitz 22","pregnant",2,4,NA,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",FALSE,NA,0.34,FALSE,NA,NA,NA,NA,NA,NA,"10-09-17",NA,NA,NA,NA,NA,2.5,12.8723236575737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,21.69,83.04,87.61,0,0,0,0,0,0,0,0,27.9719052085522,18.9775988312789,21.2900478570008,21.4496644332098,15.7975540898988,17.0166324559577,18.6857638538471,20.5654392992534,19.6968026209924,7.98914243725406,17.7492920214879,6.21818336735775,7.06915292129958,7.71471582558656,25.2545515635004,26.0543304953442,8.35606145429934,9.16675380415479,16.025808886832,19.5164648551288
"AA_0240","F",13.7881,52.5844,2017,"d",NA,"mm","dm","dm","dm","dm","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.24,"11/09/17",0.01,NA,NA,"29/30 spitzmühlerstrasse Buchholz","adult",0,0,NA,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",FALSE,NA,0.71,FALSE,NA,NA,NA,NA,NA,NA,"10-09-17",NA,NA,NA,NA,NA,4.62778602395719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10.54,69.72,67.29,0,0,0,0,0,0,0,0,19.028302932898,21.6925591244697,22.7000275895651,28.5714592641272,10.4449561740998,9.90762709018322,21.2368157068993,20.8314628723074,10.4957494471302,10.138977197602,16.1673500566739,8.34015258197891,8.45657562466333,19.0519757616823,22.6415754726372,22.5446538880332,8.25656463206619,10.5544518336136,19.6736122626023,21.8881661845879
"AA_0243","M",13.8119,52.8875,2017,"d","m","m","m","m","d","m","m","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm",14,0.85,"12/09/17",0.0164,NA,NA,"Kirchstrasse 2 16230 Britz","adult",NA,NA,NA,0,"Alice","March2018",1,4,4,1,5,8,0,2,3.125,0.1,578703.703703704,8,"mus",FALSE,0.0114,0.54,FALSE,NA,NA,NA,25,0.0592,0.0628,"11-09-17",NA,NA,NA,NA,NA,2.5,15.9847935677006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,11.13,70.42,70.4,0,5,0,0,0,0,0,0,21.434693685902,18.4056505399518,22.0079279902065,22.1060740786916,19.4765717190032,17.4099628221086,19.7884139205741,17.6708072196392,19.6760060279885,7.79981420639242,25.676660648724,6.39769935496282,8.32022232198037,9.90185975136491,28.0906590914156,22.2283744875755,11.2827315437313,8.79736018761999,20.0641707376891,21.6421575969383
"AA_0244","F",13.5994,52.2458,2017,NA,NA,"dd","mm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",12,0.083333333,"12/09/17",0.0147,NA,NA,"Marienhof 6 15741 Bestensee","young",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dom",FALSE,NA,NA,FALSE,NA,0.0023,0.0023,NA,NA,NA,"11-09-17",NA,NA,NA,NA,NA,4.68650417629096,17.1919757713126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10.47,69.45,76.75,0,26,0,0,0,0,0,0,21.6264227346135,20.8407421806726,23.0770377790246,24.5922779746912,19.1599146996906,11.0942053116688,19.9372757532941,17.8695855125386,11.2113989857327,10.4942384847597,16.3959455578505,8.76789777831407,9.01742333460578,9.75918415985706,25.2587924879902,25.0609910140876,9.86637068782748,11.4040641598048,20.5780747608906,20.4366610936961
"AA_0246","F",13.6025,52.2225,2017,"d",NA,"mm","mm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.16,"12/09/17",0.0539,NA,NA,"Unter den Eichen 6, 15741 Bestensee","adult",0,0,NA,0,"Alice","March2018",1,0,1,0,1,2,2,0,0.875,0.1,795454.545454545,8,"dom",NA,NA,0.11,TRUE,NA,0.0037,0.0028,NA,NA,NA,"11-09-17",NA,NA,NA,NA,NA,5.20425504202455,17.3135763414996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,12.45,73.87,73.54,0,0,0,0,0,0,0,0,22.0185815157275,21.0093915828416,21.8453810725916,24.8630608109982,20.0770626884921,11.9601167565894,20.3050527206485,21.2986665112403,12.0694451963736,11.273205137351,17.1936032665437,9.40450159339214,9.58613366070637,10.4136805692651,27.1057783970724,25.1526501454926,10.9879824473138,12.0185920808648,19.2566987225857,21.7375959517385
"AA_0248","F",13.6025,52.2225,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"12/09/17",0.0331,NA,NA,"Unter den Eichen 6, 15741 Bestensee","adult",0,0,NA,0,"Alice","March2018",0,0,0,1,0,0,0,0,0.125,0.1,30487.8048780488,8,"dom",FALSE,NA,0.41,FALSE,NA,0.0039,0.0075,NA,NA,NA,"11-09-17",NA,NA,NA,NA,NA,3.51503669035939,14.3211194049541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,14.87,80.11,81.7,0,0,0,0,0,0,0,0,18.6391572657589,19.6627951875314,23.6138264251841,21.3963132865745,17.1178746481607,16.329258844594,20.1086574694518,14.1931206685923,12.8086204298287,8.68619365800592,16.9914018576848,7.3915406261208,7.75017592430753,8.35147202273158,25.6510709153741,25.1757878134801,8.18074613504018,10.363083949945,17.4202159098197,18.8085462191208
"AA_0249","M",13.6025,52.2225,2017,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"12/09/17",0.11,NA,NA,"Unter den Eichen 6, 15741 Bestensee","adult",NA,NA,NA,0,"Alice","March2018",19,15,15,13,13,8,11,10,13,0.1,1585365.85365854,8,"dom",FALSE,0.0382,0.82,FALSE,NA,NA,NA,0.2445,0.1262,0.1296,"11-09-17",NA,NA,NA,NA,NA,3.99119572446134,12.3668297577082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25.74,94.62,96.15,0,0,0,0,0,0,0,0,18.3811235783315,18.2157330842165,17.5857986608872,19.6699350504539,14.7837469735518,11.1622173427067,19.8685456805606,13.8738280710387,11.1791083352959,9.20655808597887,15.4956957701068,7.85387069891491,8.11846188960799,8.74558207069367,21.8659032309022,25.0681012815727,8.70007905522321,10.6184084168202,16.4822890861557,17.2876259746722
"AA_0250","M",13.6025,52.2225,2017,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"12/09/17",31,NA,NA,"Unter den Eichen 6, 15741 Bestensee","adult",NA,NA,NA,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"dom",FALSE,0.0122,0.34,FALSE,NA,NA,NA,NA,0.0575,0.0594,"11-09-17",NA,NA,NA,NA,NA,4.97578017926025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3776,30.79,NA,NA,NA,NA,NA,NA,NA,13.03,76.88,75.31,0,0,0,0,0,0,0,0,19.6942726085269,21.1317285139939,25.3905128726694,24.8259637388212,29.1151399446127,11.9774374946011,22.8746715831228,26.370988645871,11.2396634167618,11.1744750887292,16.8268670557739,9.25805437658909,9.38826866871729,10.1911064798269,25.6175249613477,25.5132483395687,9.79536335767833,13.0487287909072,25.5556966438674,21.6455008643546
"AA_0251","F",13.6025,52.2225,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0,"12/09/17",0.0477,NA,NA,"Unter den Eichen 6, 15741 Bestensee","pregnant",0,0,NA,0,"Alice","March2018",2,4,3,2,2,3,5,2,2.875,0.1,281862.745098039,8,"dom",FALSE,NA,1.02,FALSE,NA,0.0046,0.0036,NA,NA,NA,"11-09-17",NA,NA,NA,NA,NA,4.20631703310789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,17.39,84.83,88.81,0,20,0,0,0,0,0,0,21.4494557399703,21.1693583997839,27.7093554308124,25.874209273695,19.0472815161278,13.3098564625327,19.3059781721343,19.7707307668435,15.9314533408353,9.54441128277162,21.9844348744538,8.02206220154071,8.25084407087659,11.3757925279905,24.94487052745,24.7525164069039,7.77468829887449,11.2691545418827,19.8416696351291,21.5002257987858
