"Mouse_ID","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Dissection_Date","Spleen","Zfy2","Y","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Fleas","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Trap_Date","eimeriaSpecies","MC.Eimeria","delta_ct_cewe_MminusE","Ct.Eimeria","Ct.Mus","GAPDH","PPIB","CD4","Treg","Treg17","Th1","Th17","CD8","Act_CD8","IFNy_CD4","IL17A_CD4","IFNy_CD8","Oocyst_Predict_Crypto","ILWE_Crypto_Ct","ILWE_DNA_Content_ng.microliter","Ticks","Host","Sperm","FEC_Eim_Ct","MC.Eimeria.FEC","MCs","Body_Weight","Body_Length","Tail_Length","Aspiculuris_sp","Syphacia_sp","Trichuris_muris","Taenia_sp","Heterakis_sp","Mastophorus_muris","Hymenolepis_sp","Catenotaenia_pusilla","IFNy","CXCR3","IL.6","IL.10","IL.13","IL1RN","CASP1","CXCL9","IDO1","IRGM1","MPO","MUC2","MUC5AC","MYD88","NCR1","PRF1","RETNLB","SOCS1","TICAM1","TNF"
"AA_0569","M",13.66,52.7369,2018,"d","d","d","d","d","d","d","d",NA,NA,"100","100","100","100",NA,NA,"dd","dd","dd","dd",12,0,"13/09/18",0.0306,NA,NA,"Dorfstrasse 2, 16359","juvenile",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,1,0,4,"dom",NA,NA,0.23,NA,NA,NA,NA,NA,0.0095,0.0097,"12/09/18","Negative",TRUE,-5.74,NA,NA,9.15153899615536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,194.9,NA,NA,NA,23.5991051919419,FALSE,"Fec:FALSE Tissue:TRUE",9.14,62.75,63,0,8,0,0,0,0,0,0,27.2755234712536,23.8983064252486,22.6754500532776,27.0156990518762,15.6729908170724,19.4011541761481,25.7702519020857,17.8223170926966,19.1452254139004,14.5492433249157,27.1399587777232,14.8512873694629,16.5409938641902,22.7645208137555,27.7269263528216,23.1602111072902,28.5007899134106,15.2799168896424,26.0853517403067,26.4964990573917
"AA_0572","F",13.3047,52.9936,2018,"m",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,0.04,"14/09/18",0.0176,NA,NA,"Mildenberger str. 1, 16792","pregnant",2,3,TRUE,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,1,0,4,"DyM",NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,"13/09/18","Negative",TRUE,-7.71,NA,NA,8.63960171594196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,330.4,NA,NA,NA,25.9484555020901,FALSE,"Fec:FALSE Tissue:TRUE",21.52,81.73,84.15,0,52,1,0,0,0,0,0,22.5407378970235,22.6290523551211,23.3623833252734,28.4342996941865,19.1472498587173,23.6921038924581,26.6097848795394,20.753003573445,23.9811360466252,14.1450659329898,27.1814656584461,17.2645947265085,24.7105692389737,21.5067719776454,26.4955911052661,19.2664675190551,14.5886322457519,14.6323872548959,23.7846728494475,26.7405381329276
"AA_0579","M",14.0922,52.2125,2018,"d","m","m","m","m","m","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",14,0.95,"14/09/18",0.0204,NA,NA,"Beeskower str. 24, 15848","adult",NA,NA,TRUE,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,1,0,4,"mus",NA,0.0199,0.54,NA,NA,NA,NA,NA,0.0727,0.071,"13/09/18","E_ferrisi",TRUE,-0.100000000000001,NA,NA,15.5452465310171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,36.11,139.2,NA,NA,NA,19.2272724711531,FALSE,"Fec:FALSE Tissue:TRUE",15.81,78.88,70,5,0,0,0,0,0,0,0,19.9536393778492,24.4130166376348,22.8047749237858,24.8091097656438,19.0180294970176,22.0653932250942,24.4381845385463,17.1954424117437,18.5549260790197,16.8279065304763,24.5845400063266,17.4190484784521,28.0262876243578,21.4511121428089,27.5334681945547,23.4765272890164,17.8032423144072,18.6328264218304,22.9195118119599,23.1741199564808
"AA_0591","M",14.0922,52.2125,2018,"d","m","d","d","d","m","m","d","100",NA,"125","120","70","100","mm",NA,"mm","mm","mm","dd",13,0.6111111111,"14/09/18",0.01,NA,NA,"Beeskower str. 24, 15848","juvenile",NA,NA,NA,NA,NA,NA,3,1,0,0,NA,NA,NA,NA,1,1,83333.33,4,"mus",NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,"13/09/18","E_ferrisi",TRUE,3.25,NA,NA,11.5704661661998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,172.5,NA,NA,NA,15.4664121396821,FALSE,"Fec:FALSE Tissue:TRUE",6.96,62,62,0,0,0,0,0,0,0,0,18.0566674828655,21.5551967696236,20.8117510138783,16.3631722163604,13.1920030948825,22.5558153980895,22.824906091726,18.105398791882,17.1252566161873,15.2258030375258,26.6699210750622,9.97328259542974,14.4698302572923,17.6871796046088,20.081255583926,25.4973355843299,28.5007899134106,20.0695254467207,16.3006254731966,18.6943166538999
"AA_0620","F",13.7306,52.2594,2018,"d",NA,"mm","dd","dd","dd","dd","dd","94","100","100","100","100","80","dd","dd","dd","dd","dd","mm",13,0.16,"15/09/18",0.01,NA,NA,"Gusower feldweg 5","juvenile",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,1,0,4,"dom",NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,"14/09/18","Negative",FALSE,-7.81,NA,NA,6.36096004816742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,221.2,NA,NA,NA,30.6624491105889,FALSE,"Fec:FALSE Tissue:FALSE",9.14,63,60,0,0,0,0,0,0,0,0,24.7575329243851,23.9490484310822,24.5653399014173,25.1515188929568,17.3256240414413,19.5823210241219,23.5767107812766,22.6686743042821,20.6848410325368,12.3591245914876,25.6528173954643,12.5807894969324,15.9128966705619,13.4377495586743,23.119172237288,21.3974523439238,11.2195581586608,13.3097844197545,16.145416913237,21.3246393305036
"AA_0623","M",13.66,52.7369,2018,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,0,"15/09/18",0.02,NA,NA,"Dorfstrasse 2, 16359","juvenile",NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,2,2,37383.18,4,"dom",NA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,"14/09/18","Negative",TRUE,-6.78,NA,NA,6.85040620206416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,207.9,NA,NA,NA,20.7511055666417,FALSE,"Fec:FALSE Tissue:TRUE",11.63,69,60,0,0,0,0,0,0,0,0,25.4893986154064,21.4948616521586,22.497935503522,24.2253300307441,11.6935997052226,18.0243538110344,22.3454527941525,17.1899597730079,16.9908474860247,12.0868324509219,22.5201306795694,11.2369027219321,12.9495350044347,18.1062048007501,24.7292542861644,22.2622477847423,10.121998910751,12.564367500206,17.5865651633766,21.6330260383781
"AA_0631","M",14.1414,53.0783,2018,"m","m","m","m","m","d","m","m","94","95",NA,"100/120","90","80","dd","mm",NA,"dm","mm","mm",13,0.7777777778,"16/09/18",0.0309,NA,NA,"Hauptstr. 7, 16278","adult",NA,NA,TRUE,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,1,0,4,"mus",NA,0.02,0.33,NA,NA,NA,NA,NA,0.078,0.0827,"15/09/18","Negative",TRUE,-7.74,NA,NA,5.57272112082839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3726620398726,FALSE,"Fec:FALSE Tissue:TRUE",15.69,80.2,79.7,0,10,1,0,0,0,0,0,19.6540401974531,18.3754312301013,17.4754827353681,24.200940421678,12.0456004124103,14.9460480750112,23.2209599699257,15.371176775585,13.7414761503216,11.2910122541722,15.9175903447112,8.37726235692516,18.0143313942726,13.5178233880806,28.2545311545572,22.6464911928988,13.7548081513373,14.0330114548678,16.8705638261783,16.3979926660251
"AA_0635","M",14.1414,53.0783,2018,"m","m","m","m",NA,"d","m","m","94","95","125","120","100","80","dd","mm","mm","mm","dd","mm",13,0.7368421053,"16/09/18",0.0293,NA,NA,"Hauptstr. 7, 16278","adult",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,1,0,4,"mus",NA,0.0054,0.24,NA,NA,NA,NA,NA,0.0294,0.0306,"15/09/18","E_falciformis",TRUE,-5.82,NA,NA,6.75422920254224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,257.9,NA,NA,NA,17.4731491316416,FALSE,"Fec:FALSE Tissue:TRUE",10.04,66.6,68.6,0,68,0,0,0,0,0,0,22.955299453152,24.0734642919918,23.2167788737166,23.9508973416611,12.1005083518935,16.0118682442206,25.1945083581171,20.9547893673193,17.3332213313228,11.9923247352302,23.5333000308756,11.9280461011977,12.7955348246129,18.3611065351434,25.918623943327,22.333727422891,14.6061680888856,13.04767117478,20.8418300735781,21.7134889494358
"AA_0636","M",14.1414,53.0783,2018,"m","m","m","m","m","d","m","m","94","95","125","100/120","70/90","80","dd","mm","mm","dm","mm","mm",14,0.8,"16/09/18",0.04,NA,NA,"Hauptstr. 7, 16278","juvenile",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,1,0,4,"mus",NA,NA,0.21,NA,NA,NA,NA,NA,0.0272,0.0274,"15/09/18","Negative",TRUE,-6.82,NA,NA,11.4787147924075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,163.8,NA,NA,NA,NA,NA,NA,11.15,70,67.5,0,9,0,0,0,0,0,0,23.5863322691388,23.7046003128266,18.7604652907735,26.3428927460192,14.7183595082401,19.0274056651546,25.0888882039104,17.9870577539486,19.7447990862591,16.5686436842882,23.5150703485469,15.534541132141,18.0088087394823,19.7719032273966,23.2114615434597,23.0447539581384,15.3812534994997,17.6184852928029,20.792989213971,21.9644433795412
"AA_0643","F",14.1414,53.0783,2018,"m",NA,"mm","mm","mm","dd","mm","mm","94/100","95","125","120","90/100","80","dm","mm","mm","mm","dm","mm",13,0.84,"16/09/18",0.035,NA,NA,"Hauptstr. 7, 16278","adult",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,1,0,4,"mus",NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,"15/09/18","Negative",TRUE,-8.06,NA,NA,7.69478460261347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,94,NA,NA,NA,24.0838977326793,FALSE,"Fec:FALSE Tissue:TRUE",12.88,68.7,69.5,0,26,0,0,0,0,0,0,23.2798593602107,22.6529737880961,29.7291857678351,27.0156990518762,15.1417960438664,19.2799129926911,24.1899451054068,21.2675683414283,21.3867805892118,13.4030550989948,29.5023294558429,14.2538473581038,15.9131444893282,21.6638299172998,23.3425172405037,24.5755133698981,17.830443919492,14.1271457205172,20.8388837749335,23.4811267534795
"AA_0646","M",14.0939,53.0706,2018,"m","m","m","m",NA,"d","m","m","94","95","125","120","90","80","dd","mm","mm","mm","mm","mm",13,0.8421052632,"16/09/18",0.0216,NA,NA,"Landiner str. 1","juvenile",NA,NA,TRUE,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,1,0,4,"mus",NA,0.0078,0.23,NA,NA,NA,NA,NA,0.042,0.0461,"15/09/18","E_falciformis",TRUE,-5.08,NA,NA,5.96125155880579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.364278633594,FALSE,"Fec:FALSE Tissue:TRUE",9.67,69.3,62.2,25,0,0,0,0,0,0,0,16.7804217546866,16.3631647441735,22.1925978917891,20.8850167917292,9.99411657883667,14.0937338054572,21.7949305564768,15.7655722709346,12.1933715638785,9.90304215903326,23.1071396027552,10.118752726813,11.5841776386888,12.6816209619627,19.4716231465158,19.9128909081208,11.7740759496566,13.9948198248054,18.4287701313109,14.1047549162708
"AA_0650","F",13.2144,53.1514,2018,"d",NA,"mm","mm","mm","mm","mm","mm","100","95","100","120","100","80","mm","mm","dd","mm","dd","mm",13,0.8,"16/09/18",0.03,NA,NA,"Hauptstr. 16, 16798","juvenile",NA,NA,TRUE,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,1,0,4,"mus",NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,"15/09/18","E_falciformis",TRUE,-2.15,NA,NA,8.46506293270269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1185.4,NA,NA,NA,19.9374871088096,FALSE,"Fec:FALSE Tissue:TRUE",15.58,75,87,3,0,0,0,0,0,0,0,21.3747492118878,23.1323425824346,24.5653399014173,23.1224916616272,13.543922188398,17.1865655333622,21.5443954325559,17.2135612882384,14.391564346422,13.2993995995136,23.838474576685,14.0335927214857,15.5558402724515,18.1426509942561,29.1043440614028,22.3885128967787,16.9789430572208,15.8381845063974,18.7663454488298,21.0271690014859
"AA_0661","F",14.1414,53.0783,2018,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125","100/120","90","80","mm","mm","mm","dm","mm","mm",13,0.88,"16/09/18",0.03,NA,NA,"Hauptstr. 7, 16278","adult",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,1,0,4,"mus",NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,"15/09/18","E_falciformis",TRUE,-1.81,NA,NA,4.20454724907872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,198.1,NA,NA,NA,NA,NA,NA,11.57,71,66,0,0,0,0,0,0,0,0,17.4944347190151,16.1716902214014,20.8117510138783,16.3631722163604,8.53537699940936,14.7547526153888,19.532114554422,14.1948076957191,11.9101572889398,9.05569612741172,21.8617357589676,6.78637449482168,11.61273464854,11.7278744696974,18.7666690882386,17.5348782905804,8.46604656069742,12.1264562267626,13.3300274026923,14.8481394127313
"AA_0662","M",14.1414,53.0783,2018,"m","m","m","m","m","d","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",14,0.95,"16/09/18",0.01,NA,NA,"Hauptstr. 7, 16278","juvenile",NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,0.5,1,29411.76,4,"mus",NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,"15/09/18","E_falciformis",TRUE,-2.5,NA,NA,8.35047539077443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,515.3,NA,NA,NA,18.9062107072682,FALSE,"Fec:FALSE Tissue:TRUE",6.92,60,54,0,0,0,0,0,0,0,0,21.6114662475996,23.096366579953,19.8929317153213,20.7942747325939,14.8615330308781,18.915555106195,23.953168869883,16.9938061391627,16.3218456817218,14.1015945290897,28.0516212752886,13.3171840860061,15.0714115083248,19.8624323639047,28.8860161066197,23.6229603532484,28.5007899134106,15.0580933864019,19.3392742360231,20.9968681506834
"AA_0666","F",14.1414,53.0783,2018,"m",NA,"mm","mm","mm","dd","mm","mm","94/100","95","125","100/120","90","80","dm","mm","mm","dm","mm","mm",13,0.84,"16/09/18",0.03,NA,NA,"Hauptstr. 7, 16278","juvenile",NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,0.25,1,5208.33,4,"mus",NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,"15/09/18","E_falciformis",TRUE,-5.13,NA,NA,6.65265790838277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6361,30.02,557.6,NA,NA,NA,19.2125022142268,FALSE,"Fec:FALSE Tissue:TRUE",12.21,73,66,0,0,0,0,0,0,0,0,26.1751893853566,21.0842675865714,26.7695323336821,22.0361212943163,12.4400655586785,16.4427788845138,22.1454437734082,18.7416221410984,18.2531700192324,11.6899322822369,22.7002673244054,11.2998655314732,12.6023204191072,20.544240185486,25.0251275278426,22.5446538880332,14.4688057163922,12.5125961374421,21.9653899988011,23.0757829927895
"AA_0681","M",13.7317,52.9758,2019,"m","m","m","m","m","d","m","m",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",13,0.9444444444,"12/09/19",0.0277,NA,NA,"Schonebeckerstr. 21","adult",NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",NA,0.0217,0.45,NA,NA,NA,NA,NA,0.0602,0.0567,"11/09/19",NA,FALSE,-8.34333333333333,32.67,24.3266666666667,4.21059697000402,NA,20,6.81,15.8,15.9,5.7,11.1,27.9,12.7,1.92,12,0,0,369.7,NA,NA,NA,30.6886475014452,FALSE,"Fec:FALSE Tissue:FALSE",17.49,89.4,75.1,0,0,11,0,0,0,0,0,20.8131064860949,22.3574370857147,25.4108317860998,22.8458929315624,9.94644366474483,16.3386663358256,21.8752900300988,18.0162243096752,17.7260242570162,9.42553364138451,17.1810981544281,7.47255517944324,8.01200814434403,17.5179745927059,24.1912295905797,26.9435805987018,10.3274568863586,9.7717361877126,20.2542907721322,21.9251713321011
"AA_0682","M",13.7317,52.9758,2019,"m","m","m","m","m","d","m","m",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",13,0.9444444444,"12/09/19",0.0529,NA,NA,"Schonebeckerstr. 21","adult",NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",NA,0.017,0.55,NA,NA,NA,NA,NA,0.0517,0.0544,"11/09/19",NA,FALSE,-9.40666666666667,36.4966666666667,27.09,6.08862748902061,NA,27.7,5.82,2.4,11,0.43,15,26.7,4.78,1.16,4.7,0,0,168.3,NA,NA,NA,32.5843406108746,FALSE,"Fec:FALSE Tissue:FALSE",17.54,88,77.3,0,0,3,0,0,0,0,0,17.6365446697312,21.8120855133992,25.3905128726694,24.4364383721915,11.1324188978396,11.8602279201969,21.1936915871389,24.3550952250223,13.1500422450712,11.6088791137808,18.9387585835594,10.3487861820247,10.8941458875322,22.2653696887026,26.2773775328256,23.0637528651766,14.4688057163922,12.7040831207186,23.4774333908001,24.1608293595444
"AA_0683","F",13.7317,52.9758,2019,"d",NA,NA,"mm","mm","dd","mm","mm",NA,"95","125/155","120","90","80",NA,"mm","mm","mm","mm","mm",11,0.8571428571,"12/09/19",0.0432,NA,NA,"Schonebeckerstr. 21","adult",NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,"11/09/19",NA,FALSE,-11.4766666666667,34.3866666666667,22.91,4.07255798869183,NA,33.6,9.83,4.09,10.6,1.93,17.5,23.9,3.12,1.78,11.1,0,0,127.7,NA,NA,NA,29.5515267356098,FALSE,"Fec:FALSE Tissue:FALSE",18.14,87.6,71.1,0,3,2,0,0,0,0,0,21.9521394086271,21.6646979459847,25.3719552203309,23.583727657629,9.170341863961,9.55267857000698,19.6572396984714,18.9235254972493,11.8688134806082,9.12598970899948,15.2866690391778,7.66109518924594,7.59139930433816,19.2731273617465,24.0255273112349,25.2936807698411,11.7414743836535,9.79336509657494,22.7426109167081,23.0218356796764
"AA_0684","F",13.7317,52.9758,2019,"m",NA,"mm","mm","mm","dd","mm","mm",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",12,0.9130434783,"12/09/19",0.043,NA,NA,"Schonebeckerstr. 21","adult",NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,"11/09/19",NA,FALSE,-11.01,34.07,23.06,4.49560388604155,NA,27.5,4.35,3.59,8.48,0.7,24.1,21.3,4.6,0.43,16.7,0,0,426.6,NA,NA,NA,NA,NA,NA,15.52,88.2,77,0,0,7,0,0,0,0,0,20.9686075515025,23.5851868023322,22.1096678501209,22.8977368806782,9.26016853554488,9.78259413931506,21.4559601961364,18.0140965458764,11.1915629045802,9.00520494521355,15.9216277971571,8.09770769516743,8.1261539701612,21.0108148060406,24.5200010130208,21.5388432603896,10.8818726571583,9.50106580801894,22.6026299821311,22.7561795960051
"AA_0685","M",13.7317,52.9758,2019,"m","m","m","m","m","d","m","m",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",13,0.9444444444,"12/09/19",0.0558,NA,NA,"Schonebeckerstr. 21","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",NA,0.0098,0.14,NA,NA,NA,NA,NA,0.0377,0.0377,"11/09/19",NA,TRUE,-10.9366666666667,34.7166666666667,23.78,4.82676006368256,NA,23.5,3.2,0,6.55,1.31,21.6,15.7,18,1.12,21.8,0,0,403.9,NA,NA,NA,34.1396608983118,FALSE,"Fec:FALSE Tissue:TRUE",12.2,77.6,70.9,0,0,0,0,0,0,0,0,19.6308264970366,22.0365282584533,24.9005408181448,22.8305641154859,10.6766589846774,11.3434338589001,21.4193924321382,19.1990796388077,13.6064247882467,10.3887532203093,17.2224200627177,8.44468106448083,8.85582856850906,19.0112415969573,25.0323321516908,25.0782552105761,11.0220419526175,11.0093797131776,20.5311477818286,21.615395641357
"AA_0686","M",13.7317,52.9758,2019,"m","m","m","m","m","d","m","m",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",13,0.9444444444,"12/09/19",0.0138,NA,NA,"Schonebeckerstr. 21","young",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",NA,0.0035,0.16,NA,NA,NA,NA,NA,0.0216,0.0215,"11/09/19",NA,TRUE,-10.84,34.35,23.51,5.66482008389666,17.4030907998991,42.9,5.07,2.83,1.75,0.6,20.3,11.7,0.45,0.24,5.8,0,0,122.6,NA,NA,NA,30.6273491411466,FALSE,"Fec:FALSE Tissue:TRUE",9.71,72,66.8,0,0,0,0,0,0,0,0,16.1707808567273,22.2461818642118,24.5358166393104,24.5922779746912,10.0893784539562,11.5218432264026,24.9435637771943,22.3593366356139,14.1496567162711,10.8941677210678,17.7250490182795,9.82217856145763,9.80878269111881,20.217849984651,22.2503409762774,22.3318133804488,11.1585948719951,11.6979368613917,18.9328335650292,22.4531485217773
"AA_0687","F",13.7328,52.9794,2019,"d",NA,"mm","mm","mm","dd","mm","mm",NA,"95","125","120","70","80/100",NA,"mm","mm","mm","mm","dm",12,0.8260869565,"12/09/19",0.0367,NA,NA,"Zehdenickerstr. 8C","adult",NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,"11/09/19",NA,TRUE,-8.78666666666667,31.1166666666667,22.33,5.69818062771684,NA,42,4,1.53,3.6,0.62,17.5,10,0.69,0.6,1.43,0,0,1096.5,NA,NA,NA,19.0411435747211,FALSE,"Fec:FALSE Tissue:TRUE",14.42,82.1,77.3,0,0,7,0,0,0,0,0,25.850072446425,22.8432352926668,24.7406785481008,24.8259637388212,10.1272070994207,13.4361752494007,22.3454527941525,24.2763763308805,19.3617134649143,10.7428013952669,17.945828217286,9.54224314347617,9.63879540122,27.6116330151512,24.0758782654506,25.0681012815727,10.4696009300575,11.4779539436823,22.0820157248871,24.8696595032515
"AA_0688","M",13.7325,52.9789,2019,"d","m","m","m","m","d","m","m",NA,"95","125","120","70","80",NA,"mm","mm","mm","mm","mm",13,0.8888888889,"12/09/19",0.0309,NA,NA,"Zehdenickerstr. 8B","young",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",NA,0.0142,0.22,NA,NA,NA,NA,NA,0.0481,0.0513,"11/09/19",NA,TRUE,-7.53333333333333,29.4833333333333,21.95,5.90002231256494,NA,35.1,6.57,2.59,5.87,0.63,21,12.1,0.99,0.9,2.57,0,0,660,NA,NA,NA,28.0524922632953,FALSE,"Fec:FALSE Tissue:TRUE",11.6,73.6,61.1,0,0,0,0,0,0,0,0,27.3195877186598,23.398243045522,22.5382192440984,29.2905657492649,11.2451703309335,16.2169832556811,22.1454437734082,27.8568848330048,26.1187753678168,10.6291722435737,18.8497326605406,9.9449260665878,10.0836136137603,24.5133134036766,23.8110956123189,24.1544995986113,11.5159433241328,11.3525730892961,22.0386819809604,27.4874452212527
"AA_0689","M",13.7325,52.9789,2019,"d","m",NA,"m",NA,"d","d","m",NA,"95","125","120","70","100",NA,"mm","mm","mm","mm","dd",11,0.6875,"12/09/19",0.0471,NA,NA,"Zehdenickerstr. 8B","adult",NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",NA,0.0175,0.54,NA,NA,NA,NA,NA,0.0677,0.074,"11/09/19",NA,TRUE,-2.36,25.67,23.31,6.7589048647376,12.7242884724098,27.4,5.78,5.19,9.75,0.4,26,29.3,1.7,4.58,8.12,20370,28.30151986,160.1,NA,NA,NA,NA,NA,NA,17.65,85.4,79.4,0,19,2,0,0,0,0,0,18.0056266839266,19.8288348579131,21.5262593140286,24.0040713231272,11.8878372946206,16.9510934595174,24.5035851573608,13.6381769632685,12.7324357406985,11.2557961491466,19.4503609794494,9.24510945445987,11.4793223845145,17.2637343973448,22.5742871727313,21.4946440110085,9.08093380163655,12.5178308418886,17.6927687109693,18.9454826544454
"AA_0690","M",13.7328,52.9794,2019,"d",NA,"m","m","m","d","m","m",NA,"95","125","120","70","100",NA,"mm","mm","mm","mm","dd",12,0.7647058824,"12/09/19",0.0439,NA,NA,"Zehdenickerstr. 8C","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,"11/09/19",NA,FALSE,-7.82333333333333,30.4466666666667,22.6233333333333,3.43536043157773,NA,35.1,5.53,3.79,6.87,0.37,19.9,31,1.32,1.66,20.9,2838,31.21169417,195.6,NA,NA,NA,32.1083206275,FALSE,"Fec:FALSE Tissue:FALSE",15.51,84.7,78.7,0,0,0,0,0,0,0,0,22.4767851404042,21.2501569477943,27.1530069381821,22.0136979282696,8.01605353065429,17.0218556412452,20.5384564982134,17.9067320607324,18.4941517314077,8.67553895961735,16.7568103271056,7.03882524910073,7.54151731435757,19.1325933793512,22.7852179483518,22.2479065857778,9.60172707028206,9.4105232563498,20.8154425286512,20.8921453952122
